,Url,Text
82,https://cs.olemiss.edu/course-descriptions/,"In-depth study of the upper levels of computer structure (down to the internal register transfer level) including design choices, design needs, and structural variations in organizing processors, memories, I/O devices, controllers, and communication links. An extensive review of several current machines is made.3 CreditsINSTRUCTION TYPE(S)Lecture: Lecture for Engr 653"
83,https://cs.olemiss.edu/course-descriptions/,"Introduction to the theory and practice related to the development and operation of information systems. Study of database management principles, data management systems, and general purpose software for data management systems. System and performance evaluation.3 CreditsINSTRUCTION TYPE(S)Lecture: Lecture for Engr 654"
84,https://cs.olemiss.edu/course-descriptions/,"Design objectives of operating systems. Sequential and concurrent processes, processor management, memory management, scheduling algorithms, resource protection. System design and performance evaluation.3 CreditsINSTRUCTION TYPE(S)Lecture: Lecture for Engr 656"
85,https://cs.olemiss.edu/course-descriptions/,"A study of the major design goals, implementation concepts and mechanisms of timesharing systems, including motivation for the development of timesharing systems and discussions of the hardware/software concepts important to timesharing system implementation.3 CreditsINSTRUCTION TYPE(S)Lecture: Lecture for Engr 657"
86,https://cs.olemiss.edu/course-descriptions/,Theoretical aspects of information retrieval. Comparison and evaluation of techniques for enhancement of recall and precision performance. Design of user/system interface; applications of natural language processing. Experimental and intelligent information retrieval systems.3 CreditsINSTRUCTION TYPE(S)Lecture: Lecture for Engr 659
87,https://cs.olemiss.edu/course-descriptions/,"Software quality assurance, software testing techniques, software testing strategies, software maintenance, and configuration management.3 CreditsINSTRUCTION TYPE(S)Lecture: Lecture for Engr 660"
88,https://cs.olemiss.edu/course-descriptions/,"Continued analysis of loosely coupled computer communication, constraints on intercomputer communication, communication protocols, and network services. LAN data link protocols, transport services, and other high-level network functions are examined in detail.3 CreditsPREREQUISITESCsci 561: Computer Networks (Minimum grade: C)INSTRUCTION TYPE(S)Lecture: Lecture for Engr 661"
89,https://cs.olemiss.edu/course-descriptions/,"Advanced aspects of artificial intelligence. Logical foundations of AI. Machine learning, planning, representation of common-sense knowledge, image understanding. Intensive study of artificial intelligence programming techniques and languages.3 CreditsPREREQUISITESCsci 531: Artificial IntelligenceINSTRUCTION TYPE(S)Lecture: Lecture for Engr 662"
90,https://cs.olemiss.edu/course-descriptions/,Topics in the theory of concurrent programming. Models of concurrency. Programming logics. Emphasis on the formal specification and verification of concurrent programs. Case studies drawn from several areas of computer science.3 CreditsINSTRUCTION TYPE(S)Lecture: Lecture for Engr 664
91,https://cs.olemiss.edu/course-descriptions/,"Reliability, safety, availability, maintainability, and performance modeling; fault-tolerant design in VLSI; software reliability growth models; fault-tolerant data structures and algorithms; design diversity; self-stabilizing fault tolerance; Byzantine failures; performance and reliability tradeoffs.3 CreditsINSTRUCTION TYPE(S)Lecture: Lecture for Engr 666"
92,https://cs.olemiss.edu/course-descriptions/,May be repeated for credit.1 – 3 CreditsINSTRUCTION TYPE(S)Indiv Based: Individual Based Study for Engr 691
93,https://cs.olemiss.edu/course-descriptions/,May be repeated for credit.1 – 3 CreditsINSTRUCTION TYPE(S)Indiv Based: Individual Based Study for Engr 692
94,https://cs.olemiss.edu/course-descriptions/,Individual research in selected areas of interest. May be repeated for credit.1 – 3 CreditsINSTRUCTION TYPE(S)Indiv Based: Individual Based Study for Engr 693
95,https://cs.olemiss.edu/course-descriptions/,Individual research in selected areas of interest. May be repeated for credit.1 – 3 CreditsINSTRUCTION TYPE(S)Indiv Based: Individual Based Study for Engr 694
96,https://cs.olemiss.edu/course-descriptions/,"Papers by faculty, visiting lecturers, and graduate students. May be repeated for credit.1 CreditINSTRUCTION TYPE(S)Seminar: Seminar for Engr 695"
97,https://cs.olemiss.edu/course-descriptions/,1 – 12 CreditsINSTRUCTION TYPE(S)Thesis: Thesis for Engr 697
98,https://cs.olemiss.edu/course-descriptions/,Individual design or research projects in selected areas of interest. May be repeated for credit.1 – 6 CreditsINSTRUCTION TYPE(S)Indiv Based: Individual Based Study for Engr 699
99,https://cs.olemiss.edu/course-descriptions/,1 – 18 CreditsINSTRUCTION TYPE(S)Dissertation: Dissertation for Engr 797
100,https://cs.olemiss.edu/course-descriptions/,"Introduction of the analysis of computer algorithms as well as concepts of computational complexity; sorting, matrix multiplication, other (for computer engineering/telecommunications majors).3 CreditsINSTRUCTION TYPE(S)Lecture: Lecture for Engs 603"
101,https://cs.olemiss.edu/course-descriptions/,Enroll at the University of Mississippi and discover your future!Copyright © University Communications 2020. All Rights Reserved.
102,https://cs.olemiss.edu/minors-offered/,The Department of Computer and Information Science within the School of Engineering offers minors that are available to most undergraduate students at the University of Mississippi. Students interested in one of these minors should consult their academic advisors. 
103,https://cs.olemiss.edu/minors-offered/,See the Course Descriptions page for specific information on the computer science courses.
104,https://cs.olemiss.edu/minors-offered/,These minors are NOT available to students in the Bachelor of Science in Computer Science (BSCS) program or the Bachelor of Arts major in Computer Science (BACS).
105,https://cs.olemiss.edu/minors-offered/,"Note: For the precise minor requirements, students and their advisors should consult the applicable catalog, current regulations, and Degree Audit application. The Computer Science minor is available in Fall 2021 (as it had been for several years). The Data Science minor becomes available in Fall 2022."
106,https://cs.olemiss.edu/bscs/,BSCS Quick Facts
107,https://cs.olemiss.edu/bscs/,"The Bachelor of Science in Computer Science (BSCS) is a professional degree program offered through the School of Engineering. The BSCS is accredited by the ABET, Inc. Computing Accreditation Commision (CAC)."
108,https://cs.olemiss.edu/bscs/,"The School of Engineering now requires all students to own a laptop. You can find the minimum specifications here. Additionally, more information can be found on our FAQ page."
109,https://cs.olemiss.edu/bscs/,The BSCS has the following course requirements. See the BSCS Four-Year Plan of Study for an example of how these courses fit in four academic years of study. Students should complete the BSCS Checklist each semester during advising to aid in staying on track for graduation in four years.
110,https://cs.olemiss.edu/bscs/,"Note: For the precise degree requirements, students and their advisors should consult the applicable catalog, current regulations, and Degree Audit application. This page describes the degree requirements beginning in Fall 2021."
111,https://cs.olemiss.edu/bscs/,Note: The Computer Security and Data Science emphases were added in Fall 2020. 
112,https://cs.olemiss.edu/bscs/,Note: Students who take a science lecture course that has a coordinated lab are encouraged to take the lab.
113,https://cs.olemiss.edu/bscs/,Note: BSCS students may optionally choose to complete any minor accepted by the School of Engineering. They cannot choose the standard Mathematics minor but may choose the special Mathematics for Engineering minor. They also cannot choose the Computer Science or Data Science minors or the Computing emphasis on Digital Media Studies minor because these overlap with the computer science major courses.
114,https://cs.olemiss.edu/bscs/,"Note:  Hon 101 and 102 can be used to satisfy 6 credit hours of the first year composition requirement, or, alternatively, 3 credit hours of the humanities and 3 hours of social science requirements in the School of Engineering general education requirements."
115,https://cs.olemiss.edu/bscs/,"Note: Students in the School of Engineering programs may substitute up to 3 credit hours of a course in a modern or ancient language to fulfill a humanities requirement. A grade of C or higher is required. Courses may be chosen from Arabic, Chinese, French, German, Italian, Japanese, Korean, Portuguese, Russian, Spanish, and Swahili offered by the Modern Languages department, Ancient Greek and Latin offered by the Classics department, and American Sign Language (ASL) offered by the Communication Sciences and Disorders department."
116,https://cs.olemiss.edu/bscs/,"Note: Acceptable freshman and sophomore courses are AH 101, AH 102, AH 201, AH 202, Danc 200, Liba 130, Mus 101, Mus 102, Mus 103, Mus 104, Mus 105, Thea 201, and Thea 202. Students who have completed 30 semester hours of undergraduate course work may fulfill the requirement with a 300- or 400-level art history course."
117,https://cs.olemiss.edu/bscs/,Undergraduate students interested in graduate study in Computer and Information Science can get a head start in earning a graduate degree through the GradSHARK Launch PAAD for Computer and Information Science.
118,https://cs.olemiss.edu/bscs/,Requirements to qualify:
119,https://cs.olemiss.edu/bscs/,Be a BSCS or BACS major3.25 minimum GPA90 completed credit hours as an undergraduate
120,https://cs.olemiss.edu/bscs/,Click here for more information about the GradSHARK Launch PAAD program.
121,https://cs.olemiss.edu/calendar/,The Office of the Registrar maintains current semester calendars and exam schedules. Follow the appropriate link below to view important dates and exam times.
122,https://cs.olemiss.edu/research-groups/,"The Department participates in the the Computing Research Association (CRA). CRA’s mission is to enhance innovation by joining with industry, government and academia to strengthen research and advanced education in computing. Visit the CRA’s homepage for more information about its resources, research, and development activities."
123,https://cs.olemiss.edu/research-groups/,Analysis and Visualization Research Group: Dr. Philip J. Rhodes. Development of systems and algorithms for efficient access to large multidimensional scientific datasets to support analysis and visualization. Current work focuses on access to both local and remote datasets. Funding by NSF and Homeland Security.
124,https://cs.olemiss.edu/research-groups/,"Bioinformatics Research Group: Dr. Dawn E. Wilkins and Dr. Yixin Chen. Research on use of machine learning techniques in analysis of microarray data, bioinformatics, and computational biology. Funding by NIH and NSF."
125,https://cs.olemiss.edu/research-groups/,"Heterogeneous Systems Research (HEROES) Laboratory: Dr. Byunghyun Jang. Research on hardware architecture and compilers for CPU-GPU heterogeneous system, and high-performance computing. Current work focuses on optimizing GPU/HSA memory architecture and accelerating computer vision applications on mobile GPUs. Funding by industries and NSF."
126,https://cs.olemiss.edu/research-groups/,"Intelligent Multimedia Research Group: Dr. Yixin Chen. Analysis and retrieval of audio, image, and video data using pattern recognition and machine learning techniques. Funding by NSF."
127,https://cs.olemiss.edu/research-groups/,"Multiparadigm Software Architecture Research Group: Dr. H. Conrad Cunningham (Professor Emeritus). Research on software architecture and engineering, functional and multiparadigm programming languages and methods, domain-specific languages, feature modeling, software patterns, safe and secure programming, formal methods for programming, concurrent and distributed computing, and accessible documents."
128,https://cs.olemiss.edu/research-groups/,"Security and Privacy Lab: Dr. Chuck Fleming and Dr. Charles Walter. Research areas include adversarial machine learning, blockchain security, wearable device security, and privacy-preserving machine learning."
129,http://csci.cs.olemiss.edu/faculty/cunningham/,Professor Emeritus and Chair Emeritus
130,http://csci.cs.olemiss.edu/faculty/cunningham/,214 Weir Hall(662) 915-7396 (dept. office)hcc@cs.olemiss.edu
131,http://csci.cs.olemiss.edu/faculty/cunningham/,"Dr. H. Conrad Cunningham, Professor Emeritus, joined the faculty as Assistant Professor in 1989 and retired as Professor in 2019. He served as Department Chair from May 2001 through June 2015. He holds DSc and MS degrees in computer science from Washington University in St. Louis and a BS degree in mathematics from Arkansas State University. He came to the Department with several years of professional experience in the aerospace industry and university research settings."
132,http://csci.cs.olemiss.edu/faculty/cunningham/,Dr. Cunningham’s detailed personal website is http://john.cs.olemiss.edu/~hcc.
133,http://csci.cs.olemiss.edu/faculty/cunningham/,"At the graduate level, Dr. Cunningham has developed and taught new courses on multiparadigm programming, functional programming, concurrent programming, software language engineering, software families, software architecture, formal methods for programming, and research methods and scientific writing. He has also taught courses on logic programming, algorithm analysis, and software engineering."
134,http://csci.cs.olemiss.edu/faculty/cunningham/,"At the undergraduate level, Cunningham has taught the core courses on programming language organization, automata theory and formal languages, professional ethics, algorithm analysis, file systems, and senior project and elective courses on discrete-event simulation and object-oriented programming. "
135,http://csci.cs.olemiss.edu/faculty/cunningham/,"Although not teaching regularly since his retirement, Cunningham continues course and course materials development. In conjunction with others, he is developing new courses on safe and secure programming and on inclusive software architecture and design. He is continuing to work on a textbook titled Exploring Languages with Interpreters and Functional Programming for use in Haskell-based programming language organization and functional programming courses. He is also beginning to work on a textbook tentatively titled Nothing Bad Happens: Safe and Secure Programming in Typed Python."
136,http://csci.cs.olemiss.edu/faculty/cunningham/,"Throughout his career, Dr. Cunningham’s research interests and activities have been primarily in areas of software engineering, programming languages, and concurrent programming. In the latter 1980s and 1990s, he focussed on formal methods for programming.  In the mid-1990s, he added new interests in software architecture. A decade later, he added more new interests in domain-specific languages, multiparadigm programming languages, and language design and processing. In recent years, he became interested in accessibility, particularly in methods and tools for creating accessible, interactive course materials and textbooks and for the design of inclusive software. He is also interested in effective scholarly communication, critical thinking, and professionalism in the context of the computer science discipline. His publications are listed below."
137,http://csci.cs.olemiss.edu/faculty/cunningham/,"Since his retirement, Cunningham has continued to work with his students and colleagues on feature modeling, reactive programming, software patterns, safe and secure programming, accessibility, and other topics."
138,http://csci.cs.olemiss.edu/faculty/cunningham/,"Dr. Cunningham has been an active participant in the computer science discipline throughout his career. He served as a Program Committee member and co-chair of the concurrency and distribution track of the 1991 International Workshop on Software Specification and Design (IWSSD). As one of the founders of the CCSC Mid-South conference, he served in several capacities including as General Chair for the 2005 conference and Regional Board Chair 2005-10. He received the conference’s ELVIS service award in 2008. He also served as Program Chair for the International Conference on the Principles and Practice of Programming in Java (PPPJ) (now called Managed Programming Languages and Runtimes). From 2009 to 2015, he served as a member of PPPJ’s Steering Committee. He also served as the General Chair for the 2010 ACM SouthEast Conference. He has served as a program committee member, referee, and reviewer for other conferences, journals, textbook publishers, and universities."
139,http://csci.cs.olemiss.edu/faculty/cunningham/,"Throughout his three decades as a faculty member and administrator, Cunningham has been involved with many efforts related to curriculum, policy, procedure, facilities, staffing, and outreach within the Department, School of Engineering, and University. For example, he led the Department during three ABET self-studies and assisted with another. He helped organize two moves of the Department between buildings. He helped recruit Department faculty, staff, and students. He served on the Faculty Senate for several years."
140,http://csci.cs.olemiss.edu/faculty/cunningham/,"Since his retirement, Cunningham has continued his service to the computer science community. For example, he was a member of the Program Committee for the ACM SouthEast Conference in 2021 and 2022 and an external program reviewer for another university. "
141,https://cs.olemiss.edu/faculty/,203 Weir Hall(662) 915-7309dwilkins@cs.olemiss.edu
142,https://cs.olemiss.edu/faculty/,219 Weir Hall(662) 915-7784jcarlis1@olemiss.edu
143,https://cs.olemiss.edu/faculty/,207 Weir Hall(662) 915-7438ychen@cs.olemiss.edu
144,https://cs.olemiss.edu/faculty/,212 Weir Hall(662) 915-5846kdavidso@olemiss.edu
145,https://cs.olemiss.edu/faculty/,312 Hill Hallfleming@olemiss.edu
146,https://cs.olemiss.edu/faculty/,216 Weirtlholsto@olemiss.edu
147,https://cs.olemiss.edu/faculty/,215 Weir Hall(662) 915-5355bjang@cs.olemiss.edu
148,https://cs.olemiss.edu/faculty/,213 Weir Hall(662) 915-7082rhodes@cs.olemiss.edu
149,https://cs.olemiss.edu/faculty/,201 Weir Hall(662) 915-7396jsv@olemiss.edu
150,https://cs.olemiss.edu/faculty/,301 Hill Hallcwwalter@olemiss.edu
151,https://cs.olemiss.edu/faculty/,220 Weir Hall(662) 915-5359fwang@cs.olemiss.edu
152,https://cs.olemiss.edu/faculty/,217 Weir Hall(662) 915-1456hxiong@olemiss.edu
153,https://cs.olemiss.edu/help/,"Below you will find how-to guides and tips for using the Adler Labs and student servers, as well as installation and troubleshooting tips for commonly used software in the Department. "
154,https://cs.olemiss.edu/help/,===From Mac/Linux===
155,https://cs.olemiss.edu/help/,  ssh username@servername.cs.olemiss.edu
156,https://cs.olemiss.edu/help/,===From Windows===
157,https://cs.olemiss.edu/help/,cd ~
158,https://cs.olemiss.edu/help/,mkdir public_html
159,https://cs.olemiss.edu/help/,chmod -R 755 public_html
160,https://cs.olemiss.edu/help/,chmod 701 ~
161,https://cs.olemiss.edu/help/,Follow the appropriate link for your operating system to view detailed JDK14 installation instructions.
162,https://cs.olemiss.edu/help/,==Windows 10 and Windows 8==
163,https://cs.olemiss.edu/help/,==Mac OS X==
164,https://cs.olemiss.edu/help/,"To run a different version of Java, either specify the full path, or use the java_home tool:"
165,https://cs.olemiss.edu/help/,==Solaris and Linux==
166,https://cs.olemiss.edu/help/,"To set the path permanently, set the path in your startup file.Note: Instructions for two most popular Shells on Linux and Solaris are listed. If you are using other shells, see the Path Setting Tutorial."
167,https://cs.olemiss.edu/help/,Edit the startup file (~/.bashrc)
168,https://cs.olemiss.edu/help/,You can download Python here. Follow the appropriate link below for your operating system to view installation instructions.
169,https://cs.olemiss.edu/help/,"The department offers a VPN connection for faculty and graduate students. Contact the department network administrator to receive the VPN configuration files. Installation guides for Linux, Mac, and Windows are located below."
170,http://csci.cs.olemiss.edu/faculty/davidson/,Lecturer
171,http://csci.cs.olemiss.edu/faculty/davidson/,"Dr. Davidson graduated from the University of Arizona with a Bachelor of Science in Electrical Engineering in 1989. She later earned a Master of Science in Computer Science and a Ph.D. in Higher Education from the University of Mississippi in 2004 and 2016, respectively."
172,http://csci.cs.olemiss.edu/faculty/davidson/,"Dr. Davidson joined the department as an adjunct instructor in 2007 and became a full-time permanent instructor in 2013. She teaches several undergraduate courses, including Computer Science I, II, and III, Programming for Engineering and Sciences, and Introduction to Database Systems."
173,http://csci.cs.olemiss.edu/faculty/carlisle/,Instructor and UPE Honor Society Advisor
174,http://csci.cs.olemiss.edu/faculty/carlisle/,Mr. Carlisle graduated from Mississippi State University in 1997 with a Bachelor of Science in Psychology and later earned a Master of Science in Computer Science from the University of Mississippi in 2014.
175,http://csci.cs.olemiss.edu/faculty/carlisle/,"Mr. Carlisle joined the department as a temporary instructor in Spring 2015 and became a full-time permanent instructor in Fall 2016. He teaches several undergraduate courses, including Computer Science I and II, Introduction to Computational Media, and Web Programming. In addition to teaching, he also serves as the Upsilon Pi Epsilon Honors Society Advisor."
176,https://cs.olemiss.edu/doctor-of-philosophy/,"The Ph.D. Degree program in Engineering Science is one of the graduate degree programs of the School of Engineering administered through the Graduate School of The University of Mississippi. Students in this program must comply with all rules and satisfy all the requirements set by the Graduate School and the School of Engineering. In addition, the Department of Computer and Information Science (CIS) has the following rules and regulations."
177,https://cs.olemiss.edu/doctor-of-philosophy/,The FNC Founders Graduate Fellowships are for the recruitment of outstanding Ph.D. students to graduate programs in the Computer and Information Science department. Each fellowship provides a four-year award package to the student.
178,https://cs.olemiss.edu/doctor-of-philosophy/,The student must be admitted to the Ph.D. degree program by the Department of Computer and Information Science. To be admitted into the Ph.D. degree program a student must:
179,https://cs.olemiss.edu/doctor-of-philosophy/,Admission FAQs
180,https://cs.olemiss.edu/doctor-of-philosophy/,The application deadline for admissions and financial aid decisions are:
181,https://cs.olemiss.edu/doctor-of-philosophy/,"The applications available on those dates will be processed as promptly as possible, within one month of the closing date. Admission decisions will be based on the space available and the criteria and preferences explained elsewhere. Applications received after the deadline will be considered if space is available, but such applications will normally not be considered until the next appropriate application deadline."
182,https://cs.olemiss.edu/doctor-of-philosophy/,"Upon acceptance into the program, each student will be assigned an interim advisor in the CIS department. It is the student’s responsibility to obtain a permanent (dissertation) advisor in the CIS department no later than the beginning of the third term of study (excluding the summer term). Every student must obtain approval of his or her (interim or permanent) advisor for registration."
183,https://cs.olemiss.edu/doctor-of-philosophy/,"A student must complete a minimum of 48 semester hours of approved graduate-level course work (excluding the 18 semester hours of dissertation research) beyond the bachelor’s degree, subject to the following restrictions:"
184,https://cs.olemiss.edu/doctor-of-philosophy/,"A student must complete a minimum of 18 semester hours of dissertation research (ENGR 797). These semester hours may not be taken until the student has passed the written comprehensive examination. No more than six semester hours of dissertation research may be taken before the student passes the preliminary oral exam (dissertation prospectus). For successful research in the chosen area of specialization, the student may need to acquire specific background information and skills. Toward this end, the student’s dissertation advisor and doctoral committee may require the student to complete course work at an appropriate level in the relevant fields. In some cases this may necessitate the student completing courses beyond the 48-hour minimum. A final program of study must be approved by the doctoral committee no later than the time of the preliminary oral examination (dissertation prospectus)."
185,https://cs.olemiss.edu/doctor-of-philosophy/,A student must pass the comprehensive examination and the preliminary oral examination (dissertation prospectus) before being considered a Ph.D. candidate.
186,https://cs.olemiss.edu/doctor-of-philosophy/,Students may not take the comprehensive examination until they
187,https://cs.olemiss.edu/doctor-of-philosophy/,A student must pass the comprehensive examination within the first 3 years in no more than two sittings in order to qualify for candidacy in the Ph.D. program. The Comprehensive Exam Process is given below:
188,https://cs.olemiss.edu/doctor-of-philosophy/,A student who does not pass the comprehensive examination in two sittings may choose to get an M.S. degree after completing a M.S. project or a M.S. thesis.
189,https://cs.olemiss.edu/doctor-of-philosophy/,A student who has passed the comprehensive examination must also pass a dissertation prospectus defense conducted by the student’s doctoral committee. There must be at least one intervening semester between the semester in which the dissertation prospectus defense is completed and the semester in which the final oral defense is given. The student’s doctoral committee shall determine the acceptability of the dissertation prospectus.
190,https://cs.olemiss.edu/doctor-of-philosophy/,"A student’s doctoral committee will be appointed by the dean of the Graduate School upon the recommendation of the dissertation advisor and with the approval of the Graduate Committee of the Department of Computer and Information Science. The dissertation Advisor shall chair the doctoral committee. The doctoral committee shall consist of a minimum of four members, of which one must be outside the Department of Computer and Information Science and at least three must be graduate faculty members or affiliated faculty members from the Department of Computer and Information Science. At least two of the committee members must be graduate faculty members of CIS. The outside member must be an UM graduate faculty member.The candidate will be required to present his or her final dissertation results in a public defense before the faculty during the semester in which the candidate expects to complete his or her degree requirements. The candidate shall present a complete draft of the dissertation to each committee member, and one to the departmental secretary, at least three weeks prior to the anticipated date of the defense. The request for the final defense must reach the Graduate Dean’s office 14 days prior to the anticipated date of the examination with the approval of the student’s doctoral committee and the Graduate School."
191,https://cs.olemiss.edu/doctor-of-philosophy/,"At least one technical paper per year based on the dissertation research, suitable for publication in a refereed journal or national conference, must be prepared by a candidate before his or her dissertation can be considered acceptable. Each candidate shall also present a departmental seminar once a year. The faculty of the CIS Department will review the progress of all PhD students (not just candidates) at a meeting during the last week of March each year. All PhD students must submit a summary of their progress toward the degree to the departmental secretary by March 15. The summary should contain a one-page description of activities for the last year. Copies of all reprints and technical papers should be attached. Information submitted for the review will become part of the student’s permanent file."
192,https://cs.olemiss.edu/doctor-of-philosophy/,"All students are expected to conduct themselves with the highest academic integrity at all times. This means respecting and acknowledging the work of others while engaged in course work, funded research, paper writing and presentations, and writing of the dissertation. Plagiarism, falsification of data, and other forms of academic dishonesty are serious offenses. The University of Mississippi Research Misconduct Policy applies to all aspects of the CIS graduate program."
193,https://cs.olemiss.edu/doctor-of-philosophy/,"The student must complete a minimum of one year of full-time study (18 hours) in continuous residence and a minimum of two years of study (36 hours) at The University of Mississippi. Enrollment must be continuous: if students are not continuously enrolled, they will be dropped from the Ph.D. program. Continuous enrollment is defined as enrollment for at least three semester hours credit during two of the three terms of the calendar year: fall, spring, summer. Continuous residence is defined as enrollment for at least nine semester hours credit during two of three terms of the calendar year."
194,http://csci.cs.olemiss.edu/faculty/xiong/,Instructor
195,http://csci.cs.olemiss.edu/faculty/xiong/,217 Weir Hall(662) 915-7438hxiong@olemiss.edu
196,http://csci.cs.olemiss.edu/faculty/xiong/,"Mrs. Xiong received a Bachelor of Arts in English from Wuhan University in 1997, and later earned a Master of Science in Engineering Science from the University of Mississippi in 2004. She joined the department in 2012 as an adjunct instructor and became a full-time permanent instructor in 2016."
197,https://cs.olemiss.edu/accreditation/,"The Bachelor of Science in Computer Science is accredited through the Computing Accreditation Commission of ABET. The most recent accreditation renewal was announced on August 5, 2015. The Department is currently preparing for its five year renewal in the fall of 2020."
198,https://cs.olemiss.edu/accreditation/,"ABET accreditation ensures that your educational experience meets the global standard for technical education. ABET accreditation is recognized worldwide through international agreements, and many other countries’ national accrediting systems are based on the ABET model."
199,https://cs.olemiss.edu/accreditation/,As effective members of the computer science profession:
200,https://cs.olemiss.edu/accreditation/,"In keeping with the accreditation of the BSCS program by ABET, the Department helps students have the ability to:"
201,https://cs.olemiss.edu/accreditation/,"*Through May 2020, does not include August 2020."
202,https://cs.olemiss.edu/accreditation/,The University of Mississippi is accredited under SACS.
203,https://cs.olemiss.edu/research-areas/,"Dr. Yixin Chen, ProfessorChen’s research focuses on the design, analysis, implementation, and applications of machine learning Chen’s research focuses on the design, analysis, implementation, and applications of machine learning algorithms. He is especially interested in the exploratory and confirmatory analysis of data generated by real-world problems. He has worked on various projects on brain-computer interfaces, knowledge discovery in taxonomic research, content-based image retrieval, automatic image annotation, and control of robotic manipulators. Chen is serving as an Associate Editor of the journal Pattern Recognition. A complete list of Dr. Chen’s publications and research can be found here."
204,https://cs.olemiss.edu/research-areas/,"Dr. H. Conrad Cunningham, Professor EmeritusThroughout his career, Cunningham has conducted research in the broad areas of software engineering, programming languages, and concurrent programming. More specifically, he has focused on formal methods for programming, functional and multiparadigm programming, software architecture, domain-specific languages, language design and processing, and accessibility. Since his retirement in 2019, Cunningham has continued to work with his students and colleagues on feature modeling, reactive programming, software patterns, safe and secure programming, accessibility, and other topics. See his Faculty page https://cs.olemiss.edu/faculty/cunningham/ for more information."
205,https://cs.olemiss.edu/research-areas/,"Dr. Byunghyun (Byung) Jang, Associate ProfessorJang’s research expertise and interests are in the areas of high-performance parallel computing, GPU computing, compilers, and hardware architecture. Jang leads the Heterogeneous Systems Research (HEROES) Lab, which conducts research on high-performance computing, CPU-GPU heterogeneous computing, hardware architecture, compilers, data-intensive application acceleration, code optimization, and automatic parallelization. Jang serves as a Distinguished Professor for the Heterogeneous Systems Architecture (HSA) Foundation."
206,https://cs.olemiss.edu/research-areas/,"Dr. Philip J. Rhodes, Associate ProfessorRhodes has research expertise and interests in cluster, grid, and cloud computing, data-intensive computing, scientific visualization, and computer graphics. In particular, he and his students have recently conducted research on efficient access to large multidimensional scientific datasets and on parallel computing for spatial scientific applications and flood simulation."
207,https://cs.olemiss.edu/research-areas/,"Dr. Jeffrey S. Vitter, Distinguished ProfessorIn his research, Dr. Vitter exploits the rich interdependence between computing theory and practice. Beginning with his thesis on coalesced hashing, a widely used search method, Dr. Vitter has made many contributions to the design and analysis of algorithms, using mathematical analysis and asymptotics to derive precise estimates for resource requirements. He works primarily in four key subfields dealing with big data and data science, which are described on his web page. Dr. Vitter has authored well over 300 book, journal, conference, and patent publications."
208,https://cs.olemiss.edu/research-areas/,"Dr. Feng Wang, Associate ProfessorWang’s research expertise and interests are in wireless sensor/mesh networks, cyber-physical system, socialized content sharing, peer-to-peer networks, and cloud computing."
209,https://cs.olemiss.edu/research-areas/,"Dr. Dawn E. Wilkins, Professor and ChairWilkins’s current research focuses on applying computing techniques from machine learning and algorithms to biological data. Much of her recent work has involved analyzing microarray data for medical applications, with the University of Mississippi Medical School and St. Jude Children’s Research Hospital (SJCRH), and environmental concerns, with the Environmental Laboratory at the U.S. Army Engineer Research and Development Center (ERDC). "
210,https://cs.olemiss.edu/future-students/,The Department offers two undergraduate degrees: a Bachelor of Science in Computer Science (ABET/CAC-accredited) through the School of Engineering and a Bachelor of Arts in Computer Science through the College of Liberal Arts.
211,https://cs.olemiss.edu/future-students/,The Department offers two optional emphases (BSCS program only):
212,https://cs.olemiss.edu/future-students/,"Undergraduates may choose only ONE emphasis. To fulfill an emphasis, students must complete 15 hours of CSci 300+ electives."
213,https://cs.olemiss.edu/future-students/,"In addition to the two degree programs, the Department has also defined a minor in computer science that is available to BA students with any major (except computer science) and to students in some other degree programs with optional or required minors. This minor consists of CSci 111, CSci 112, CSci 211, CSci 223, and six additional hours of computer science courses at the 200-level or above."
214,https://cs.olemiss.edu/future-students/,"An optional minor in computer science is available to the civil, chemical, electrical, geological, and mechanical engineering students, except to students in the computer engineering emphasis within the BSEE program."
215,https://cs.olemiss.edu/future-students/,The Department offers two graduate degrees through the School of Engineering and the Graduate School.
216,https://cs.olemiss.edu/future-students/,FNC Founders Graduate Fellowships are for the recruitment of outstanding Ph.D. students to graduate programs in the Computer and Information Science Department. Each fellowship provides a four-year award package to the student. See the FNC Founders Graduate Fellowship page for more details.
217,https://cs.olemiss.edu/future-students/,Visit our FAQ page to view a list of answers for some of the frequently asked questions from future students.
218,http://csci.cs.olemiss.edu/faculty/rhodes/,Associate Professor and Undergraduate Coordinator
219,http://csci.cs.olemiss.edu/faculty/rhodes/,"Dr. Philip J. Rhodes joined the faculty in 2004 after receiving his Ph.D. from the University of New Hampshire. He is chief architect and implementer of the Granite system, a library that provides efficient and convenient access to spatial datasets such as those produced by two and three dimensional simulations. At the graduate level, Rhodes teaches on scientific data representation and analysis, scientific visualization, computer graphics, and cloud and parallel computing."
220,http://csci.cs.olemiss.edu/faculty/rhodes/,"Dr. Rhodes’s research focuses on the unique problems presented by spatial data and computation. Grid and Cloud computing have been a subject of intense interest in recent years, and his recent research addresses the notoriously difficult problem of providing efficient access to spatial datasets stored in far away locations. He has developed visualization methods that avoid disk and network latency costs, vastly improving performance and the size of feasible visualizations."
